song_id,title,rank,year
785,U.O.E.N.O.,87,2013
786,Next To Me,88,2013
787,Mama's Broken Heart,89,2013
788,It Goes Like This,90,2013
789,Bugatti,91,2013
790,Wanted,92,2013
791,Downtown,93,2013
792,Get Your Shine On,94,2013
793,#thatPOWER,95,2013
794,Brave,96,2013
795,Let Her Go,97,2013
796,Runnin' Outta Moonlight,98,2013
797,I'm Different,99,2013
798,Still Into You,100,2013
799,Happy,1,2014
800,Dark Horse,2,2014
801,All Of Me,3,2014
802,Fancy,4,2014
803,Counting Stars,5,2014
804,Talk Dirty,6,2014
805,Rude,7,2014
806,All About That Bass,8,2014
807,Problem,9,2014
808,Stay With Me,10,2014
809,Timber,11,2014
810,Pompeii,12,2014
811,Shake It Off,13,2014
812,Am I Wrong,14,2014
813,Turn Down For What,15,2014
814,The Monster,16,2014
815,Say Something,17,2014
816,Team,18,2014
817,Let Her Go,19,2014
818,Royals,20,2014
819,Let It Go,21,2014
820,Wake Me Up!,22,2014
821,Demons,23,2014
822,Story Of My Life,24,2014
823,Chandelier,25,2014
824,Black Widow,26,2014
825,Bang Bang,27,2014
826,Latch,28,2014
827,Maps,29,2014
828,Loyal,30,2014
829,Best Day Of My Life,31,2014
830,Habits (Stay High),32,2014
831,Summer,33,2014
832,Boom Clap,34,2014
833,Drunk In Love,35,2014
834,Anaconda,36,2014
835,Break Free,37,2014
836,Bailando,38,2014
837,Burn,39,2014
838,Wiggle,40,2014
839,Rather Be,41,2014
840,Don't Tell 'Em,42,2014
841,Show Me,43,2014
842,Wrecking Ball,44,2014
843,Not A Bad Thing,45,2014
844,Roar,46,2014
845,Ain't It Fun,47,2014
846,The Man,48,2014
847,This Is How We Roll,49,2014
848,Classic,50,2014
849,A Sky Full Of Stars,51,2014
850,Don't,52,2014
851,Na Na,53,2014
852,Hot Boy,54,2014
853,"Hold On, We're Going Home",55,2014
854,Sing,56,2014
855,Radioactive,57,2014
856,My Hitta,58,2014
857,Cool Kids,59,2014
858,Hey Brother,60,2014
859,Trumpets,61,2014
860,Animals,62,2014
861,Burnin' It Down,63,2014
862,Play It Again,64,2014
863,2 On,65,2014
864,Dirt,66,2014
865,Love Runs Out,67,2014
866,Bottoms Up,68,2014
867,Shower,69,2014
868,Me And My Broken Heart,70,2014
869,Animals,71,2014
870,Lifestyle,72,2014
871,American Kids,73,2014
872,Brave,74,2014
873,Sweater Weather,75,2014
874,Leave The Night On,76,2014
875,New Flame,77,2014
876,Love Never Felt So Good,78,2014
877,Drunk On A Plane,79,2014
878,Birthday,80,2014
879,Bartender,81,2014
880,La La La,82,2014
881,Blurred Lines,83,2014
882,Do What U Want,84,2014
883,Can't Remember To Forget You,85,2014
884,Amnesia,86,2014
885,No Mediocre,87,2014
886,Come With Me Now,88,2014
887,Believe Me,89,2014
888,23,90,2014
889,Beachin',91,2014
890,White Walls,92,2014
891,She Looks So Perfect,93,2014
892,Stay The Night,94,2014
893,Partition,95,2014
894,Studio,96,2014
895,0 To 100 / The Catch Up,97,2014
896,I Don't Dance,98,2014
897,Somethin' Bad,99,2014
898,Adore You,100,2014
899,Uptown Funk!,1,2015
900,Thinking Out Loud,2,2015
901,See You Again,3,2015
902,Trap Queen,4,2015
903,Sugar,5,2015
904,Shut Up And Dance,6,2015
905,Blank Space,7,2015
906,Watch Me,8,2015
907,Earned It (Fifty Shades Of Grey),9,2015
908,The Hills,10,2015
909,Cheerleader,11,2015
910,Can't Feel My Face,12,2015
911,Love Me Like You Do,13,2015
912,Take Me To Church,14,2015
913,Bad Blood,15,2015
914,Lean On,16,2015
915,Want To Want Me,17,2015
916,Shake It Off,18,2015
917,Where Are U Now,19,2015
918,Fight Song,20,2015
919,679,21,2015
920,Lips Are Movin,22,2015
921,Worth It,23,2015
922,Post To Be,24,2015
923,"Honey, I'm Good.",25,2015
924,I'm Not The Only One,26,2015
925,Good For You,27,2015
926,All About That Bass,28,2015
927,Style,29,2015
928,Hotline Bling,30,2015
929,Hey Mama,31,2015
930,G.D.F.R.,32,2015
931,What Do You Mean?,33,2015
932,Photograph,34,2015
933,Hello,35,2015
934,Stitches,36,2015
935,Talking Body,37,2015
936,Jealous,38,2015
937,Time Of Our Lives,39,2015
938,Locked Away,40,2015
939,Somebody,41,2015
940,FourFiveSeconds,42,2015
941,Centuries,43,2015
942,My Way,44,2015
943,Take Your Time,45,2015
944,Animals,46,2015
945,I Don't F**k With You,47,2015
946,B**** Better Have My Money,48,2015
947,Flex (Ooh Ooh Ooh),49,2015
948,Nasty Freestyle,50,2015
949,Only,51,2015
950,Elastic Heart,52,2015
951,Cool For The Summer,53,2015
952,Renegades,54,2015
953,I Don't Mind,55,2015
954,Love Me Harder,56,2015
955,Wildest Dreams,57,2015
956,Stay With Me,58,2015
957,You Know You Like It,59,2015
958,Uma Thurman,60,2015
959,7/11,61,2015
960,The Heart Wants What It Wants,62,2015
961,Girl Crush,63,2015
962,Slow Motion,64,2015
963,Drag Me Down,65,2015
964,Truffle Butter,66,2015
965,One Last Time,67,2015
966,Chains,68,2015
967,All Eyes On You,69,2015
968,No Type,70,2015
969,Riptide,71,2015
970,Classic Man,72,2015
971,Ex's & Oh's,73,2015
972,Dear Future Husband,74,2015
973,Marvin Gaye,75,2015
974,Like I'm Gonna Lose You,76,2015
975,Habits (Stay High),77,2015
976,The Hanging Tree,78,2015
977,CoCo,79,2015
978,Bang Bang,80,2015
979,Lay Me Down,81,2015
980,Tuesday,82,2015
981,Hit The Quan,83,2015
982,Downtown,84,2015
983,House Party,85,2015
984,Ayo,86,2015
985,Kick The Dust Up,87,2015
986,Blessings,88,2015
987,Budapest,89,2015
988,Chandelier,90,2015
989,Heartbeat Song,91,2015
990,Don't,92,2015
991,Ghost,93,2015
992,Here,94,2015
993,Waves,95,2015
994,El Perdon (Forgiveness),96,2015
995,She Knows,97,2015
996,Night Changes,98,2015
997,Back To Back,99,2015
998,How Deep Is Your Love,100,2015
999,Love Yourself,1,2016
1000,Sorry,2,2016
1001,One Dance,3,2016
1002,Work,4,2016
1003,Stressed Out,5,2016
1004,Panda,6,2016
1005,Hello,7,2016
1006,Don't Let Me Down,8,2016
1007,Can't Stop The Feeling!,9,2016
1008,Closer,10,2016
1009,Cheap Thrills,11,2016
1010,7 Years,12,2016
1011,Needed Me,13,2016
1012,My House,14,2016
1013,I Took A Pill In Ibiza,15,2016
1014,Work From Home,16,2016
1015,This Is What You Came For,17,2016
1016,Cake By The Ocean,18,2016
1017,"Me, Myself & I",19,2016
1018,Ride,20,2016
1019,Heathens,21,2016
1020,Pillowtalk,22,2016
1021,Stitches,23,2016
1022,Hotline Bling,24,2016
1023,Cold Water,25,2016
1024,Send My Love (To Your New Lover),26,2016
1025,Roses,27,2016
1026,Treat You Better,28,2016
1027,Too Good,29,2016
1028,Low Life,30,2016
1029,What Do You Mean?,31,2016
1030,The Hills,32,2016
1031,Just Like Fire,33,2016
1032,Broccoli,34,2016
1033,Don't,35,2016
1034,Dangerous Woman,36,2016
1035,Jumpman,37,2016
1036,I Hate U I Love U,38,2016
1037,Here,39,2016
1038,Same Old Love,40,2016
1039,Controlla,41,2016
1040,Like I'm Gonna Lose You,42,2016
1041,One Call Away,43,2016
1042,Let It Go,44,2016
1043,No,45,2016
1044,Never Forget You,46,2016
1045,Let Me Love You,47,2016
1046,Don't Mind,48,2016
1047,H.O.L.Y.,49,2016
1048,We Don't Talk Anymore,50,2016
1049,Into You,51,2016
1050,Gold,52,2016
1051,Exchange,53,2016
1052,679,54,2016
1053,Oui,55,2016
1054,Hands To Myself,56,2016
1055,2 Phones,57,2016
1056,Starboy,58,2016
1057,For Free,59,2016
1058,Never Be Like You,60,2016
1059,In The Night,61,2016
1060,Me Too,62,2016
1061,Ex's & Oh's,63,2016
1062,Die A Happy Man,64,2016
1063,White Iverson,65,2016
1064,Close,66,2016
1065,Unsteady,67,2016
1066,Sucker For Pain,68,2016
1067,Down In The DM,69,2016
1068,Luv,70,2016
1069,Sorry,71,2016
1070,Can't Feel My Face,72,2016
1071,Hymn For The Weekend,73,2016
1072,Say It,74,2016
1073,Antidote,75,2016
1074,Lost Boy,76,2016
1075,Side To Side,77,2016
1076,"Sit Still, Look Pretty",78,2016
1077,Wildest Dreams,79,2016
1078,Middle,80,2016
1079,On My Mind,81,2016
1080,Pop Style,82,2016
1081,When We Were Young,83,2016
1082,Hide Away,84,2016
1083,Lean On,85,2016
1084,I Know What You Did Last Summer,86,2016
1085,Watch Me,87,2016
1086,Back To Sleep,88,2016
1087,No Limit,89,2016
1088,Cut It,90,2016
1089,Really Really,91,2016
1090,All In My Head (Flex),92,2016
1091,Starving,93,2016
1092,Adventure Of A Lifetime,94,2016
1093,Humble And Kind,95,2016
1094,Wicked,96,2016
1095,Tiimmy Turner,97,2016
1096,See You Again,98,2016
1097,Perfect,99,2016
1098,Shape Of You,1,2017
1099,Despacito,2,2017
1100,That's What I Like,3,2017
1101,Humble.,4,2017
1102,Something Just Like This,5,2017
1103,Bad And Boujee,6,2017
1104,Closer,7,2017
1105,Body Like A Back Road,8,2017
1106,Believer,9,2017
1107,Congratulations,10,2017
1108,Say You Won't Let Go,11,2017
1109,I'm The One,12,2017
1110,XO TOUR Llif3,13,2017
1111,Mask Off,14,2017
1112,Unforgettable,15,2017
1113,24K Magic,16,2017
1114,Stay,17,2017
1115,Wild Thoughts,18,2017
1116,Black Beatles,19,2017
1117,Starboy,20,2017
1118,Location,21,2017
1119,Attention,22,2017
1120,There's Nothing Holdin' Me Back,23,2017
1121,Bodak Yellow (Money Moves),24,2017
1122,Redbone,25,2017
1123,I Don't Wanna Live Forever (Fifty Shades Darker),26,2017
1124,It Ain't Me,27,2017
1125,iSpy,28,2017
1126,Issues,29,2017
1127,Scars To Your Beautiful,30,2017
1128,1-800-273-8255,31,2017
1129,Slow Hands,32,2017
1130,Love On The Brain,33,2017
1131,I Feel It Coming,34,2017
1132,Bounce Back,35,2017
1133,Strip That Down,36,2017
1134,Fake Love,37,2017
1135,Don't Wanna Know,38,2017
1136,Look What You Made Me Do,39,2017
1137,Castle On The Hill,40,2017
1138,Bad Things,41,2017
1139,Paris,42,2017
1140,Side To Side,43,2017
1141,Rockabye,44,2017
1142,Feel It Still,45,2017
1143,Let Me Love You,46,2017
1144,Sorry Not Sorry,47,2017
1145,Bank Account,48,2017
1146,Can't Stop The Feeling!,49,2017
1147,Mi Gente,50,2017
1148,Thunder,51,2017
1149,T-Shirt,52,2017
1150,Rake It Up,53,2017
1151,Mercy,54,2017
1152,Tunnel Vision,55,2017
1153,Rockstar,56,2017
1154,In Case You Didn't Know,57,2017
1155,Heathens,58,2017
1156,Now Or Never,59,2017
1157,Caroline,60,2017
1158,Rolex,61,2017
1159,DNA.,62,2017
1160,Juju On That Beat (TZ Anthem),63,2017
1161,Swang,64,2017
1162,Passionfruit,65,2017
1163,Loyalty.,66,2017
1164,Praying,67,2017
1165,Goosebumps,68,2017
1166,Cold,69,2017
1167,Broccoli,70,2017
1168,Slide,71,2017
1169,What Ifs,72,2017
1170,Chained To The Rhythm,73,2017
1171,Feels,74,2017
1172,All Time Low,75,2017
1173,Hurricane,76,2017
1174,Too Good At Goodbyes,77,2017
1175,Young Dumb & Broke,78,2017
1176,Magnolia,79,2017
1177,Love Galore,80,2017
1178,Drowning,81,2017
1179,Starving,82,2017
1180,Both,83,2017
1181,What About Us,84,2017
1182,Swalla,85,2017
1183,Slippery,86,2017
1184,Sign Of The Times,87,2017
1185,Water Under The Bridge,88,2017
1186,Malibu,89,2017
1187,Down,90,2017
1188,No Promises,91,2017
1189,Treat You Better,92,2017
1190,I Get The Bag,93,2017
1191,Small Town Boy,94,2017
1192,Everyday We Lit,95,2017
1193,Havana,96,2017
1194,What Lovers Do,97,2017
1195,Do Re Mi,98,2017
1196,Look At Me!,99,2017
1197,The Fighter,100,2017
1198,God's Plan,1,2018
1199,Perfect,2,2018
1200,Meant To Be,3,2018
1201,Havana,4,2018
1202,Rockstar,5,2018
1203,Psycho,6,2018
1204,I Like It,7,2018
1205,The Middle,8,2018
1206,In My Feelings,9,2018
1207,Girls Like You,10,2018
1208,Nice For What,11,2018
1209,Lucid Dreams,12,2018
1210,Better Now,13,2018
1211,Finesse,14,2018
1212,Boo'd Up,15,2018
1213,New Rules,16,2018
1214,Sad!,17,2018
1215,Never Be The Same,18,2018
1216,Love Lies,19,2018
1217,No Tears Left To Cry,20,2018
1218,Mine,21,2018
1219,Thunder,22,2018
1220,Look Alive,23,2018
1221,Delicate,24,2018
1222,Yes Indeed,25,2018
1223,Friends,26,2018
1224,Bad At Love,27,2018
1225,Taste,28,2018
1226,Let You Down,29,2018
1227,No Limit,30,2018
1228,FEFE,31,2018
1229,Tequila,32,2018
1230,Feel It Still,33,2018
1231,MotorSport,34,2018
1232,I Like Me Better,35,2018
1233,Youngblood,36,2018
1234,Whatever It Takes,37,2018
1235,Ric Flair Drip,38,2018
1236,I Fall Apart,39,2018
1237,Pray For Me,40,2018
1238,Back To You,41,2018
1239,Sicko Mode,42,2018
1240,Walk It Talk It,43,2018
1241,Gucci Gang,44,2018
1242,Him & I,45,2018
1243,In My Blood,46,2018
1244,All The Stars,47,2018
1245,Stir Fry,48,2018
1246,Too Good At Goodbyes,49,2018
1247,Love.,50,2018
1248,This Is America,51,2018
1249,Nonstop,52,2018
1250,Heaven,53,2018
1251,Bodak Yellow (Money Moves),54,2018
1252,Freaky Friday,55,2018
1253,Gummo,56,2018
1254,Plug Walk,57,2018
1255,Wait,58,2018
1256,Be Careful,59,2018
1257,Wolves,60,2018
1258,Bartier Cardi,61,2018
1259,God Is A Woman,62,2018
1260,Big Bank,63,2018
1261,Sorry Not Sorry,64,2018
1262,How Long,65,2018
1263,Lights Down Low,66,2018
1264,Young Dumb & Broke,67,2018
1265,One Kiss,68,2018
1266,Natural,69,2018
1267,You Make It Easy,70,2018
1268,Shape Of You,71,2018
1269,I Get The Bag,72,2018
1270,No Brainer,73,2018
1271,Plain Jane,74,2018
1272,Sky Walker,75,2018
1273,Marry Me,76,2018
1274,Eastside,77,2018
1275,Call Out My Name,78,2018
1276,King's Dead,79,2018
1277,Happier,80,2018
1278,Te Bote,81,2018
1279,Simple,82,2018
1280,Lemon,83,2018
1281,1-800-273-8255,84,2018
1282,Say Something,85,2018
1283,I'm Upset,86,2018
1284,Get Along,87,2018
1285,Moonlight,88,2018
1286,What Lovers Do,89,2018
1287,X,90,2018
1288,Outside Today,91,2018
1289,Trip,92,2018
1290,Dura,93,2018
1291,Changes,94,2018
1292,Mercy,95,2018
1293,One Number Away,96,2018
1294,Powerglide,97,2018
1295,IDGAF,98,2018
1296,Mi Gente,99,2018
1297,Believer,100,2018
1298,Old Town Road,1,2019
1299,Sunflower (Spider-Man: Into The Spider-Verse),2,2019
1300,Without Me,3,2019
1301,Bad Guy,4,2019
1302,Wow.,5,2019
1303,Happier,6,2019
1304,7 Rings,7,2019
1305,Talk,8,2019
1306,Sicko Mode,9,2019
1307,Sucker,10,2019
1308,High Hopes,11,2019
1309,"Thank U, Next",12,2019
1310,Truth Hurts,13,2019
1311,Dancing With A Stranger,14,2019
1312,Senorita,15,2019
1313,I Don't Care,16,2019
1314,Eastside,17,2019
1315,Going Bad,18,2019
1316,Shallow,19,2019
1317,Better,20,2019
1318,No Guidance,21,2019
1319,Girls Like You,22,2019
1320,Sweet But Psycho,23,2019
1321,Suge,24,2019
1322,Middle Child,25,2019
1323,Drip Too Hard,26,2019
1324,Someone You Loved,27,2019
1325,Ran$om,28,2019
1326,If I Can't Have You,29,2019
1327,Goodbyes,30,2019
1328,ZEZE,31,2019
1329,Better Now,32,2019
1330,Youngblood,33,2019
1331,Money In The Grave,34,2019
1332,Speechless,35,2019
1333,"Break Up With Your Girlfriend, I'm Bored",36,2019
1334,Please Me,37,2019
1335,Money,38,2019
1336,You Need To Calm Down,39,2019
1337,Panini,40,2019
1338,Look Back At It,41,2019
1339,A Lot,42,2019
1340,ME!,43,2019
1341,MIA,44,2019
1342,Pop Out,45,2019
1343,Beautiful Crazy,46,2019
1344,Thotiana,47,2019
1345,Lucid Dreams,48,2019
1346,Mo Bamba,49,2019
1347,Beautiful People,50,2019
1348,Wake Up In The Sky,51,2019
1349,Whiskey Glasses,52,2019
1350,God's Country,53,2019
1351,Be Alright,54,2019
1352,Pure Water,55,2019
1353,The Git Up,56,2019
1354,Taki Taki,57,2019
1355,Close To Me,58,2019
1356,Envy Me,59,2019
1357,You Say,60,2019
1358,"Hey Look Ma, I Made It",61,2019
1359,Circles,62,2019
1360,Beer Never Broke My Heart,63,2019
1361,The London,64,2019
1362,Con Calma,65,2019
1363,Murder On My Mind,66,2019
1364,When The Party's Over,67,2019
1365,Act Up,68,2019
1366,I Like It,69,2019
1367,Trampoline,70,2019
1368,Leave Me Alone,71,2019
1369,Breathin,72,2019
1370,Bury A Friend,73,2019
1371,Close Friends,74,2019
1372,Baby Shark,75,2019
1373,My Type,76,2019
1374,Worth It,77,2019
1375,Only Human,78,2019
1376,Knockin' Boots,79,2019
1377,Trip,80,2019
1378,Rumor,81,2019
1379,Swervin,82,2019
1380,How Do You Sleep?,83,2019
1381,Baby,84,2019
1382,Look What God Gave Her,85,2019
1383,Good As You,86,2019
1384,Clout,87,2019
1385,Love Lies,88,2019
1386,One Thing Right,89,2019
1387,Cash Shit,90,2019
1388,Tequila,91,2019
1389,Shotta Flow,92,2019
1390,Hot Girl Summer,93,2019
1391,Talk You Out Of It,94,2019
1392,Beautiful,95,2019
1393,Eyes On You,96,2019
1394,All To Myself,97,2019
1395,Boyfriend,98,2019
1396,Walk Me Home,99,2019
1397,Robbery,100,2019
1398,Blinding Lights,1,2020
1399,Circles,2,2020
1400,The Box,3,2020
1401,Don't Start Now,4,2020
1402,Rockstar,5,2020
1403,Adore You,6,2020
1404,Life Is Good,7,2020
1405,Memories,8,2020
1406,The Bones,9,2020
1407,Someone You Loved,10,2020
1408,Say So,11,2020
1409,I Hope,12,2020
1410,Whats Poppin,13,2020
1411,Dance Monkey,14,2020
1412,Savage,15,2020
1413,Roxanne,16,2020
1414,Intentions,17,2020
1415,Everything I Wanted,18,2020
1416,Roses,19,2020
1417,Watermelon Sugar,20,2020
1418,Before You Go,21,2020
1419,Falling,22,2020
1420,"10,000 Hours",23,2020
1421,WAP,24,2020
1422,Ballin',25,2020
1423,Hot Girl Bummer,26,2020
1424,Blueberry Faygo,27,2020
1425,Heartless,28,2020
1426,BOP,29,2020
1427,Lose You To Love Me,30,2020
1428,Good As Hell,31,2020
1429,Toosie Slide,32,2020
1430,Break My Heart,33,2020
1431,Chasin' You,34,2020
1432,Savage Love (Laxed - Siren Beat),35,2020
1433,No Guidance,36,2020
1434,My Oh My,37,2020
1435,Dynamite,38,2020
1436,Go Crazy,39,2020
1437,High Fashion,40,2020
1438,Laugh Now Cry Later,41,2020
1439,Woah,42,2020
1440,Death Bed,43,2020
1441,Senorita,44,2020
1442,HIGHEST IN THE ROOM,45,2020
1443,Bad Guy,46,2020
1444,Mood,47,2020
1445,Rain On Me,48,2020
1446,For The Night,49,2020
1447,RITMO (Bad Boys For Life),50,2020
1448,Heart On Ice,51,2020
1449,Nobody But You,52,2020
1450,Trampoline,53,2020
1451,Come & Go,54,2020
1452,Truth Hurts,55,2020
1453,If The World Was Ending,56,2020
1454,We Paid,57,2020
1455,Yummy,58,2020
1456,One Man Band,59,2020
1457,Got What I Got,60,2020
1458,Sunday Best,61,2020
1459,Godzilla,62,2020
1460,Bandit,63,2020
1461,Party Girl,64,2020
1462,Die From A Broken Heart,65,2020
1463,Popstar,66,2020
1464,All I Want For Christmas Is You,67,2020
1465,One Of Them Girls,68,2020
1466,Hard To Forget,69,2020
1467,One Margarita,70,2020
1468,Panini,71,2020
1469,Hot,72,2020
1470,I Hope You're Happy Now,73,2020
1471,Emotionally Scarred,74,2020
1472,Suicidal,75,2020
1473,The Bigger Picture,76,2020
1474,Only Human,77,2020
1475,The Woo,78,2020
1476,Sum 2 Prove,79,2020
1477,Stuck With U,80,2020
1478,Mood Swings,81,2020
1479,You Should Be Sad,82,2020
1480,Dior,83,2020
1481,Supalonely,84,2020
1482,Even Though I'm Leaving,85,2020
1483,The Scotts,86,2020
1484,Juicy,87,2020
1485,Be Like That,88,2020
1486,Homesick,89,2020
1487,Rags2Riches,90,2020
1488,Bluebird,91,2020
1489,Wishing Well,92,2020
1490,Does To Me,93,2020
1491,P*$$y Fairy (OTW),94,2020
1492,ily,95,2020
1493,More Than My Hometown,96,2020
1494,Lovin' On You,97,2020
1495,Said Sum,98,2020
1496,Slide,99,2020
1497,Walk Em Down,100,2020
1498,Levitating,1,2021
1499,Save Your Tears,2,2021
1500,Blinding Lights,3,2021
1501,Mood,4,2021
1502,Good 4 U,5,2021
1503,Kiss Me More,6,2021
1504,Leave The Door Open,7,2021
1505,Drivers License,8,2021
1506,Montero (Call Me By Your Name),9,2021
1507,Peaches,10,2021
1508,Butter,11,2021
1509,Stay,12,2021
1510,Deja Vu,13,2021
1511,Positions,14,2021
1512,Bad Habits,15,2021
1513,Heat Waves,16,2021
1514,Without You,17,2021
1515,Forever After All,18,2021
1516,Go Crazy,19,2021
1517,Astronaut In The Ocean,20,2021
1518,34+35,21,2021
1519,What You Know Bout Love,22,2021
1520,My Ex's Best Friend,23,2021
1521,Industry Baby,24,2021
1522,Therefore I Am,25,2021
1523,Up,26,2021
1524,Fancy Like,27,2021
1525,Dakiti,28,2021
1526,Best Friend,29,2021
1527,Rapstar,30,2021
1528,Heartbreak Anniversary,31,2021
1529,For The Night,32,2021
1530,Calling My Phone,33,2021
1531,Beautiful Mistakes,34,2021
1532,Holy,35,2021
1533,On Me,36,2021
1534,You Broke Me First.,37,2021
1535,Traitor,38,2021
1536,Back In Blood,39,2021
1537,I Hope,40,2021
1538,Dynamite,41,2021
1539,Wockesha,42,2021
1540,You Right,43,2021
1541,Beat Box,44,2021
1542,Laugh Now Cry Later,45,2021
1543,Need To Know,46,2021
1544,Wants And Needs,47,2021
1545,Way 2 Sexy,48,2021
1546,Telepatia,49,2021
1547,Whoopty,50,2021
1548,Lemonade,51,2021
1549,Good Days,52,2021
1550,Starting Over,53,2021
1551,Body,54,2021
1552,Willow,55,2021
1553,Bang!,56,2021
1554,Better Together,57,2021
1555,You're Mines Still,58,2021
1556,Every Chance I Get,59,2021
1557,Essence,60,2021
1558,Chasing After You,61,2021
1559,The Good Ones,62,2021
1560,Leave Before You Love Me,63,2021
1561,Glad You Exist,64,2021
1562,Lonely,65,2021
1563,Beggin',66,2021
1564,Streets,67,2021
1565,What's Next,68,2021
1566,Famous Friends,69,2021
1567,Lil Bit,70,2021
1568,Thot Shit,71,2021
1569,Late At Night,72,2021
1570,Kings & Queens,73,2021
1571,Anyone,74,2021
1572,Track Star,75,2021
1573,Time Today,76,2021
1574,Cry Baby,77,2021
1575,All I Want For Christmas Is You,78,2021
1576,No More Parties,79,2021
1577,What's Your Country Song,80,2021
1578,One Too Many,81,2021
1579,Arcade,82,2021
1580,Yonaguni,83,2021
1581,Good Time,84,2021
1582,If I Didn't Love You,85,2021
1583,Knife Talk,86,2021
1584,pov,87,2021
1585,Just The Way,88,2021
1586,Take My Breath,89,2021
1587,We're Good,90,2021
1588,Hell Of A View,91,2021
1589,Rockin' Around The Christmas Tree,92,2021
1590,Put Your Records On,93,2021
1591,Happier Than Ever,94,2021
1592,Single Saturday Night,95,2021
1593,Things A Man Oughta Know,96,2021
1594,Throat Baby (Go Baby),97,2021
1595,Tombstone,98,2021
1596,Drinkin' Beer. Talkin' God. Amen.,99,2021
1597,Todo de Ti,100,2021